gene,clone1_exp,clone2_exp,log2_fc,fdr
Camk1,0.0201709730093171,0.0497005988023952,-1.30098255527001,3.04055399076953e-20
Nav2,0.111900874075497,0.248902195608782,-1.15335765115608,3.1219660297275e-20
Anapc1,0.034290654115839,0.0798403193612774,-1.21930206661368,3.13405571055802e-20
Ei24,0.0218999135529728,0.0536926147704591,-1.29379848925994,3.20376551594495e-20
Pole,0.0148880991259245,0.0405189620758483,-1.44443765277899,3.36871389451484e-20
Prkrir,0.0226683315723754,0.0532934131736527,-1.23327902319377,3.37875496424872e-20
Cdc25b,0.0315051387955048,0.0740518962075848,-1.23294951287077,3.41584564860292e-20
Zkscan1,0.0221880703102488,0.0560878243512974,-1.33790341967292,3.67014313418451e-20
Brwd3,0.0122946883104409,0.03812375249501,-1.6326549689038,3.69788769130556e-20
Ercc1,0.031889347805206,0.069061876247505,-1.11481493715785,3.72085501314513e-20
Camsap1,0.015944673902603,0.0441117764471058,-1.46808926891256,3.90110954592556e-20
Bicd2,0.0258380559024109,0.062874251497006,-1.28297179669871,3.96852601405032e-20
Fbxw7,0.0564787244260878,0.11497005988024,-1.025478797474,4.21393660964523e-20
Stau1,0.029488041494573,0.0686626746506986,-1.21939605019997,4.26927909458474e-20
Med22,0.01354336759197,0.036127744510978,-1.41552067555246,4.31836638871348e-20
Phf10,0.0338103928537124,0.0738522954091816,-1.12717598274707,4.43752544417415e-20
Yes1,0.0201709730093171,0.0516966067864271,-1.35778891088848,4.56949557481205e-20
Ccdc6,0.0234367495917779,0.0598802395209581,-1.35330749380105,4.70884739198266e-20
Ctdsp2,0.0361156469119201,0.0746506986027944,-1.04753174907805,4.85125209203552e-20
Nup153,0.0190183459802132,0.0522954091816367,-1.45929252232589,4.86914276534391e-20
Hnf4a,0.0265104216693881,0.0586826347305389,-1.14637402892625,4.99628528337007e-20
Rbm10,0.0287196234751705,0.0686626746506986,-1.25748922137205,5.1486171794967e-20
Kifap3,0.0258380559024109,0.0606786427145709,-1.23169129175501,5.28187962253922e-20
Kirrel3,0.175679569685909,0.0712574850299401,1.30183295485156,5.28903986762295e-20
Loxl3,0.0171933531841322,0.00518962075848303,1.72814991825511,5.4119105571979e-20
Camkk2,0.0136394198443954,0.0389221556886228,-1.51280933511298,5.44978536388388e-20
Paxip1,0.0115262702910383,0.0389221556886228,-1.75566585900915,5.57452674869666e-20
Riok2,0.0291038324848718,0.0696606786427146,-1.25913538360475,5.72542997598754e-20
Mpdz,0.00816444145615215,0.036127744510978,-2.14568109181356,5.87072976681193e-20
Pkn3,0.011718374795889,0.0367265469061876,-1.64805075936218,6.00112649899946e-20
Tnks,0.0264143694169628,0.0678642714570858,-1.36132926859373,6.20867789171537e-20
Sigmar1,0.015944673902603,0.0477045908183633,-1.58105351750188,6.60855353046012e-20
Trim2,0.0115262702910383,0.0351297405189621,-1.60776716389683,6.62452881138382e-20
Bcar1,0.0188262414753626,0.0489021956087824,-1.37715423575542,6.74474643667368e-20
Tmem183a,0.0365959081740467,0.0822355289421158,-1.16807948055795,7.55897452010722e-20
Foxk2,0.0262222649121122,0.0612774451097804,-1.22456384531838,7.76524221018469e-20
Riok1,0.0218999135529728,0.0554890219560878,-1.34127719942682,7.94656140036686e-20
Rcc1,0.0145038901162232,0.0477045908183633,-1.71768820952372,8.16534372409677e-20
Rin1,0.016232830659879,0.0441117764471058,-1.4422492639773,8.44185427058196e-20
Ube2i,0.0167130919220056,0.0419161676646707,-1.32652816268545,8.51279089589706e-20
Amn1,0.0282393622130439,0.0620758483033932,-1.13632456616229,8.87159912191891e-20
Nln,0.0187301892229373,0.0542914171656687,-1.53535866836878,9.60274856895771e-20
Gtf2ird1,0.0238209586014792,0.0608782435129741,-1.35369526293143,9.65866901775178e-20
Rgs5,0.0381327442128518,0.0816367265469062,-1.09818797666684,9.89752498610959e-20
Jarid2,0.0284314667178945,0.063872255489022,-1.16770087012647,1.00070544528923e-19
Mtor,0.0175775621938334,0.050499001996008,-1.52251987727832,1.06412517227173e-19
Usp22,0.0277591009509173,0.0620758483033932,-1.16107122849798,1.06881683921878e-19
Pnrc2,0.029776198251849,0.0686626746506986,-1.20536649029591,1.06909703750541e-19
Mbtps2,0.0109499567764864,0.0389221556886228,-1.82966644045292,1.10839475910853e-19
Itpk1,0.0248775333781577,0.00718562874251497,1.79165714537619,1.14513049351573e-19
Agtrap,0.015944673902603,0.0411177644710579,-1.36668723670435,1.16693842637145e-19
Rrs1,0.0262222649121122,0.0596806387225549,-1.18647067414631,1.22775248775823e-19
G6pdx,0.0272788396887907,0.0666666666666667,-1.28918331383742,1.2557054651524e-19
Lrrc8b,0.00701181442704831,0.0287425149700599,-2.03532658343035,1.27539187058052e-19
Fam50a,0.0378445874555758,0.0842315369261477,-1.15427351011886,1.28745359811742e-19
Dbr1,0.0170973009317069,0.0461077844311377,-1.43124175131771,1.31911429706566e-19
Reep3,0.043607722601095,0.0936127744510978,-1.10212176609251,1.38474456976308e-19
Gabpb2,0.0391893189895303,0.0808383233532934,-1.04457889666854,1.4009016306644e-19
Gtf2e2,0.0275669964460667,0.0622754491017964,-1.17572143305461,1.43095318308913e-19
Ncaph,0.0220920180578235,0.0528942115768463,-1.25958463937424,1.454275930486e-19
Rfk,0.0313130342906541,0.0694610778443114,-1.1494414824857,1.51824660650032e-19
Fam129a,0.0372682739410239,0.0137724550898204,1.43616224454091,1.52836422505418e-19
Nomo1,0.018345980213236,0.0475049900199601,-1.37261507614025,1.53382527221006e-19
Fam102b,0.0242051676111805,0.057684630738523,-1.25287189986882,1.59645552679624e-19
3110043O21Rik,0.00806838920372683,0.0279441117764471,-1.79219173503426,1.63350616744288e-19
Nup133,0.0328498703294592,0.0688622754491018,-1.06782617764769,1.68190031080217e-19
Cgref1,0.0193065027374892,0.00518962075848303,1.89538583216978,1.69846238563323e-19
Btbd9,0.0462011334165786,0.0964071856287425,-1.06121243593378,1.72801691124002e-19
Snx27,0.0379406397080012,0.0822355289421158,-1.11601782498681,1.83710072874897e-19
Kntc1,0.0105657477667851,0.0375249500998004,-1.82845527902103,1.88984656879985e-19
Olr1,0.0120065315531649,0.00179640718562874,2.74063314235172,1.9184498078083e-19
Wdfy3,0.0377485352031505,0.0850299401197605,-1.17155025883528,2.02865409691931e-19
Eri1,0.036403803669196,0.0800399201596806,-1.13663052915188,2.03928162782303e-19
Ptpn4,0.0121986360580156,0.0365269461077844,-1.58224129237993,2.11491889577494e-19
Suds3,0.0405340505234848,0.082435129740519,-1.02412492358031,2.29203415773966e-19
Rnls,0.0029776198251849,0.02375249500998,-2.99584759378912,2.32035121475634e-19
Tmem120a,0.0195946594947652,0.0493013972055888,-1.33116803048123,2.3210670253776e-19
Eya3,0.0213236000384209,0.0540918163672655,-1.34295931587182,2.3551144036946e-19
Agl,0.0188262414753626,0.0461077844311377,-1.2922653381689,2.37064602185951e-19
Fer,0.0362116991643454,0.0770459081836327,-1.08926246486747,2.38816710280601e-19
Tuft1,0.00845259821342811,0.0321357285429142,-1.92671140034537,2.47599388917022e-19
Axin1,0.0338103928537124,0.0728542914171657,-1.10754717599813,2.49331941720898e-19
Spin1,0.0236288540966286,0.0532934131736527,-1.17340756721637,2.52136263204094e-19
Lsm14b,0.0218038613005475,0.0582834331337325,-1.41850221245716,2.54740546132374e-19
Dnph1,0.0230525405820767,0.0512974051896208,-1.15396009445341,2.61934016345691e-19
Nebl,0.075785227163577,0.0335329341317365,1.17633792636665,2.73071801674317e-19
Papd7,0.0112381135337624,0.0353293413173653,-1.65246697136765,2.81295717549273e-19
Pgf,0.0115262702910383,0.00239520958083832,2.26670195401931,2.94745648491718e-19
Apc,0.0468734991835559,0.0944111776447106,-1.01018517664456,2.95940547820052e-19
Pdcd11,0.0419748343098646,0.0892215568862275,-1.08786769255077,3.09569770427628e-19
Mis18bp1,0.0282393622130439,0.0654690618762475,-1.21310580064977,3.22477096583177e-19
Pde3b,0.0402458937662088,0.0165668662674651,1.28054086148437,3.3957619329692e-19
Dcaf12,0.0301604072615503,0.0724550898203593,-1.26443112997218,3.44801192757931e-19
Cdkn2c,0.0103736432619345,0.0337325349301397,-1.70121807498677,3.53866155371112e-19
Dhx30,0.0251656901354337,0.0584830339321357,-1.21655999375285,3.6078361521364e-19
Pak3,0.00422629910671405,0.0365269461077844,-3.1114943605148,3.84409475019314e-19
Kpna6,0.0148880991259245,0.0429141716566866,-1.52729458518328,3.853790264959e-19
Eif1b,0.0400537892613582,0.0858283433133733,-1.09951541701285,3.88838765501112e-19
Emc8,0.0254538468927096,0.0600798403193613,-1.23899726817719,3.90788706518572e-19
Phtf2,0.0152723081356258,0.0409181636726547,-1.42182328508914,4.00209763460403e-19
Stab1,0.0608010757852272,0.02375249500998,1.35601778525235,4.35729642028837e-19
Sparcl1,0.0130631063298434,0.044311377245509,-1.76217916596782,4.45759471655085e-19
Hr,0.0106618000192105,0.00179640718562874,2.56926472403974,4.52122520643795e-19
Bhlhe41,0.0122946883104409,0.0415169660678643,-1.75566585900915,4.55030717590727e-19
Nelfb,0.0311209297858035,0.069061876247505,-1.15000436562015,4.65786947192612e-19
Sept6,0.0121986360580156,0.0379241516966068,-1.63639706242683,4.74968074960452e-19
Grk6,0.0306406685236769,0.0630738522954092,-1.04159427528029,5.16499775639061e-19
Rabgap1l,0.0259341081548362,0.0670658682634731,-1.37072796659598,5.19607195006032e-19
Htt,0.0148880991259245,0.0473053892215569,-1.66784498449207,5.25588031001957e-19
Rrp9,0.0200749207568918,0.0481037924151697,-1.26075634501713,5.27017630638284e-19
Cep250,0.0282393622130439,0.0632734530938124,-1.1638928261711,5.31205855904632e-19
Gdi1,0.0293919892421477,0.0678642714570858,-1.2072292343131,5.54480898323398e-19
Large,0.0578234559600423,0.1187624750499,-1.03835232230366,5.59023118142341e-19
A430005L14Rik,0.0145999423686485,0.0409181636726547,-1.48677872692991,5.70974745296727e-19
Zfand2a,0.0098933819998079,0.0379241516966068,-1.93858122201578,5.78627022800401e-19
Tmem30a,0.0353472288925175,0.0800399201596806,-1.17912261126596,5.79907752485877e-19
Abhd5,0.0112381135337624,0.0351297405189621,-1.64429303992195,5.92529020940289e-19
Ccl2,0.0404379982710595,0.0165668662674651,1.28741085085142,6.12251379714133e-19
E2f5,0.00854865046585342,0.029940119760479,-1.80831140039754,6.34826837182941e-19
Pik3c2a,0.0211314955335703,0.0534930139720559,-1.33995561780117,6.3820715831418e-19
Apcdd1,0.0106618000192105,0.00139720558882236,2.93183480342445,6.43920964181273e-19
Spg11,0.00787628469887619,0.0269461077844311,-1.7744897333008,6.63698708817184e-19
Osgin2,0.0029776198251849,0.0173652694610778,-2.54397332632991,6.79518955327783e-19
Pou2f1,0.0266064739218135,0.0634730538922156,-1.25436693010322,6.98066737632516e-19
Ibtk,0.0338103928537124,0.0750499001996008,-1.15038337390839,7.08593084718348e-19
Morn4,0.0029776198251849,0.0187624750499002,-2.65561868215881,7.67169531561937e-19
Cdc20,0.0309288252809528,0.0722554890219561,-1.22415514983664,8.12455088807387e-19
Rrm2,0.0324656613197579,0.0678642714570858,-1.06373764072357,8.36383443452748e-19
Snapc3,0.0145038901162232,0.0427145708582834,-1.55828838794412,8.36474053576182e-19
Eef1e1,0.0317932955527807,0.0660678642714571,-1.05522614086805,8.36486284240565e-19
Ngef,0.0178657189511094,0.0512974051896208,-1.5216918789539,8.57620078050003e-19
Usp42,0.00960522524253194,0.0329341317365269,-1.77769216533914,9.18069548453265e-19
Ehd2,0.0217078090481222,0.0516966067864271,-1.25185546613942,9.28354702158581e-19
Msantd2,0.0163288829123043,0.048502994011976,-1.57064770833613,9.4229850447691e-19
Gcnt2,0.0458169244068773,0.102395209580838,-1.1601957004696,9.76335573675002e-19
St18,0.00172894054365575,0.0215568862275449,-3.64018864158921,9.93304750414556e-19
Tjp1,0.050235328018442,0.103592814371257,-1.04414973297899,1.01412598174885e-18
Brpf1,0.018345980213236,0.048502994011976,-1.40260981643808,1.01415061977926e-18
Klhl23,0.00364998559216214,0.0183632734530938,-2.33086058348148,1.02409506768028e-18
Vps26a,0.036980117183748,0.0774451097804391,-1.06642434747292,1.04807090207992e-18
Twist1,0.0245893766208818,0.056686626746507,-1.20497326037273,1.10603982819228e-18
Nr2c2,0.027374891941216,0.0664670658682635,-1.27978639888721,1.13541128253789e-18
Pus7,0.0149841513783498,0.0455089820359281,-1.60271393617055,1.19549167439548e-18
Faf1,0.0364998559216214,0.0796407185628742,-1.12561546875945,1.23570121499698e-18
Ccl7,0.0147920468734992,0.0031936127744511,2.21156039982685,1.23590799827484e-18
Zmym3,0.00826049370857747,0.0281437125748503,-1.76851273856475,1.25576247261484e-18
Nup93,0.0241091153587552,0.0598802395209581,-1.31250127741316,1.25837069507601e-18
Fam69a,0.00998943425223322,0.0335329341317365,-1.74710384550572,1.30597350764063e-18
Ralgds,0.00778023244645087,0.0273453093812375,-1.81340822094395,1.40093790431627e-18
Vps26b,0.0146959946210739,0.0451097804391218,-1.61801726059059,1.40640074999583e-18
Eml5,0.0330419748343099,0.074251497005988,-1.16812019727399,1.41828108789869e-18
Galnt7,0.020747286523869,0.0582834331337325,-1.4901631975846,1.43320788368125e-18
Mphosph9,0.0129670540774181,0.0389221556886228,-1.58574085756683,1.48441897586802e-18
Rrp1b,0.0316972433003554,0.0722554890219561,-1.18874981370544,1.4906169463723e-18
Ccdc102a,0.00729997118432427,0.0251497005988024,-1.78457855092438,1.54500249976632e-18
Bcr,0.0264143694169628,0.0572854291417166,-1.11684525913172,1.5841112447934e-18
Sec16a,0.0145999423686485,0.0383233532934132,-1.39226112814562,1.59977506685375e-18
Fgfr1op,0.0164249351647296,0.0477045908183633,-1.5382404339629,1.67962713526766e-18
Fam98a,0.0176736144462588,0.0451097804391218,-1.35184314722623,1.74404639741488e-18
Ttc13,0.0133512630871194,0.0379241516966068,-1.50614067647549,1.77767293019439e-18
Dcps,0.0145038901162232,0.0395209580838323,-1.44617802162258,1.977389711941e-18
Gatsl2,0.00451445586399001,0.02375249500998,-2.39545505249836,2.02366653914121e-18
Herc2,0.0375564306982999,0.0780439121756487,-1.05522614086805,2.17602703137135e-18
Ube2o,0.00835654596100279,0.0281437125748503,-1.75183399741812,2.25399906262988e-18
Ccdc127,0.0320814523100567,0.0688622754491018,-1.10197440005953,2.27595521491284e-18
Ofd1,0.0140236288540966,0.0427145708582834,-1.60686856838918,2.34656813014124e-18
Thumpd3,0.0267025261742388,0.0592814371257485,-1.15060418894531,2.63641945510202e-18
Zbtb44,0.0113341657861877,0.0405189620758483,-1.83791900869139,2.63662011309704e-18
Mxd4,0.0309288252809528,0.0682634730538922,-1.14216177763933,2.6510428545193e-18
Tfpi,0.00461050811641533,0.0233532934131737,-2.3406283597303,2.70505774159573e-18
Kcnq1ot1,0.0618576505619057,0.157285429141717,-1.34636108220981,2.73996033812364e-18
Prkar2b,0.0232446450869273,0.0564870259481038,-1.28102114642534,2.76758157517664e-18
Trip10,0.0230525405820767,0.0604790419161677,-1.39150952873249,2.79094309269465e-18
Pold3,0.0330419748343099,0.0706586826347305,-1.09656693624895,2.79305067746827e-18
B230354K17Rik,0.0132552108346941,0.0399201596806387,-1.59055787386461,2.81903782835302e-18
Rsu1,0.0291038324848718,0.0650698602794411,-1.16078031162618,2.90558946675811e-18
2610301B20Rik,0.00422629910671405,0.0191616766467066,-2.18075702295191,2.99277437825169e-18
Rad54b,0.00576313514551916,0.0275449101796407,-2.2568600020377,3.14160464587047e-18
Prkcsh,0.0290077802324465,0.0646706586826347,-1.1566714044276,3.19120885809258e-18
Pik3r2,0.0110460090289117,0.0331337325349301,-1.5847755212706,3.24722583905195e-18
Ankrd13a,0.0158486216501777,0.0451097804391218,-1.50908288903742,3.3101336735215e-18
Ppp4c,0.0327538180770339,0.0720558882235529,-1.13745323873105,3.40173490889434e-18
Smurf2,0.0466813946787052,0.0934131736526946,-1.00077835684568,3.77040369167276e-18
Ncapd3,0.0145999423686485,0.0469061876247505,-1.68381557398947,3.80515984758193e-18
Prpf18,0.0141196811065219,0.0401197604790419,-1.50660548721062,4.09919251584896e-18
Jade1,0.0293919892421477,0.0644710578842315,-1.13322865286933,4.144734040779e-18
Slc25a24,0.0465853424262799,0.0942115768463074,-1.0160282531554,4.16403249761174e-18
Ptprk,0.0793391605033138,0.164471057884232,-1.05172869663183,4.19489121936647e-18
Wsb2,0.0356353856497935,0.0774451097804391,-1.11986360643438,4.21390208533123e-18
Prpf38a,0.0295840937469984,0.0652694610778443,-1.14158642567123,4.39913722580695e-18
Cnot7,0.0425511478244165,0.0864271457085828,-1.02228646703976,4.40512616753441e-18
Usp53,0.00749207568917491,0.0291417165668663,-1.95964848088582,4.41668608332097e-18
Spef1,0.00710786667947363,0.0277445109780439,-1.96471384796261,4.6043994714056e-18
Mphosph6,0.00922101623283066,0.0297405189620758,-1.68943216060906,4.62599129628927e-18
Gm21972,0.020747286523869,0.0502994011976048,-1.2776185622045,4.72098359559711e-18
Polr3k,0.0337143406012871,0.0718562874251497,-1.09175201689317,4.72725793342133e-18
Kdm6a,0.0131591585822688,0.0453093812375249,-1.78374254519844,4.94731343914362e-18
Ap1m1,0.0219959658053981,0.049500998003992,-1.17021866315798,5.11573948131035e-18
Inpp5f,0.0202670252617424,0.0497005988023952,-1.29412888422895,5.29424903115352e-18
Dync1li1,0.0246854288733071,0.0582834331337325,-1.23942615055419,5.9724990240665e-18
Srbd1,0.0274709441936413,0.0570858283433134,-1.05522614086805,6.03791392679675e-18
Il1r2,0.0123907405628662,0.0415169660678643,-1.74443860358589,6.11551012032147e-18
Mysm1,0.025261742387859,0.0562874251497006,-1.15585850397454,6.38598011595081e-18
Dmpk,0.0177696666986841,0.0439121756487026,-1.3052043938764,6.55166482692087e-18
Atl3,0.0330419748343099,0.0730538922155689,-1.14466122445,6.7818234460357e-18
Kcnip1,0.00624339640764576,0.0269461077844311,-2.10967392489043,7.16066258324146e-18
Ubxn2a,0.0221880703102488,0.0461077844311377,-1.05522614086805,7.16661614528073e-18
2410002F23Rik,0.0110460090289117,0.0323353293413174,-1.5495860928083,7.17610108479862e-18
Dnajc11,0.023148592834502,0.0580838323353293,-1.32721214754638,7.53221088838864e-18
Usp12,0.0105657477667851,0.0327345309381238,-1.63141843196148,9.13817920339727e-18
Vps13d,0.0288156757275958,0.069061876247505,-1.2610356780089,9.56313397810705e-18
Cherp,0.0254538468927096,0.0598802395209581,-1.23419628191337,9.82989972725939e-18
2410004B18Rik,0.0217078090481222,0.0534930139720559,-1.30113636891064,9.85680856539882e-18
Epm2aip1,0.0143117856113726,0.0395209580838323,-1.4654142404855,1.10897858664362e-17
Ythdf1,0.0326577658246086,0.0676646706586826,-1.05097666786669,1.11335388031502e-17
Pias2,0.027663048698492,0.055688622754491,-1.00942245125493,1.18656135399981e-17
Srxn1,0.0262222649121122,0.0584830339321357,-1.15722585437045,1.19733408754747e-17
Cdc42bpg,0.0146959946210739,0.0425149700598802,-1.53254791840124,1.22717989105432e-17
Ccdc18,0.0167130919220056,0.0473053892215569,-1.50102589391758,1.32033500000066e-17
Pkd2,0.0362116991643454,0.0796407185628742,-1.13705036382173,1.32671763501623e-17
Wrn,0.0193065027374892,0.0491017964071856,-1.34668895502836,1.38085706211716e-17
Kctd5,0.0124867928152915,0.0387225548902196,-1.63277117002673,1.40843857652702e-17
Neurl1b,0.00537892613581788,0.0201596806387226,-1.90608270156224,1.45579604605253e-17
Ccl25,0.0198828162520411,0.0522954091816367,-1.39516218490618,1.47468403979893e-17
Specc1l,0.0340024973585631,0.0722554890219561,-1.08746647786826,1.51993358546706e-17
A830080D01Rik,0.0130631063298434,0.0413173652694611,-1.66125025711704,1.52491130516349e-17
Inppl1,0.0167130919220056,0.0425149700598802,-1.34699226524516,1.56278965308844e-17
Prss12,0.00316972433003554,0.0193612774451098,-2.61074486369673,1.62462727200438e-17
Klhl7,0.0064355009124964,0.0263473053892216,-2.03353106976873,1.63086552246264e-17
Pdzd11,0.0174815099414081,0.0487025948103792,-1.47816883823224,1.64159481060285e-17
Aptx,0.0108539045240611,0.0301397205588822,-1.47345191777794,1.698169947518e-17
Cpsf3l,0.0155604648929017,0.0417165668662675,-1.42273527006431,1.71281984744998e-17
Prr5,0.011430218038613,0.00259481037924152,2.1391519042988,1.80915371098709e-17
Ston1,0.0170012486792815,0.0449101796407186,-1.40140178200209,1.89470720037564e-17
Coro2a,0.0147920468734992,0.0403193612774451,-1.44665108292495,1.94006297980123e-17
Rnf6,0.0347709153779656,0.0722554890219561,-1.05522614086805,1.97980680185827e-17
Mau2,0.0155604648929017,0.0393213572854291,-1.3374279574398,1.9859898646933e-17
Tbck,0.0253577946402843,0.062874251497006,-1.31004003989688,2.0095525979796e-17
Cep135,0.011430218038613,0.0395209580838323,-1.78976499763972,2.0946592798413e-17
Grb14,0.024973585630583,0.0666666666666667,-1.41656262031365,2.35411551090584e-17
Glb1,0.0127749495725675,0.0335329341317365,-1.39226112814562,2.37683521554248e-17
2310022B05Rik,0.0136394198443954,0.0353293413173653,-1.37308457144637,2.41334739353988e-17
Snx17,0.0232446450869273,0.0540918163672655,-1.21851194494733,2.50401275392802e-17
Dnm2,0.0278551532033426,0.0602794411177645,-1.1137217901782,2.51415046136881e-17
Lzic,0.00854865046585342,0.0285429141716567,-1.73936404668004,2.60469590300008e-17
Sgol1,0.0154644126404764,0.0411177644710579,-1.41080978993665,2.67469527652975e-17
Phlpp2,0.00489866487369129,0.0249500998003992,-2.34858508355864,2.78536987116681e-17
Galnt11,0.00806838920372683,0.0295409181636727,-1.87236208371824,2.79233790428462e-17
Rnf34,0.0141196811065219,0.0405189620758483,-1.52088971321686,2.79440574657459e-17
Sppl3,0.0384209009701278,0.0802395209580838,-1.06242164227226,2.79811885194767e-17
Necap2,0.0229564883296513,0.0532934131736527,-1.21505526457486,2.85875325602638e-17
Gcn1l1,0.0113341657861877,0.0359281437125748,-1.66443618783589,2.87760434748159e-17
Rae1,0.0299683027566996,0.0630738522954092,-1.07360467018291,2.88089951715193e-17
Usp20,0.0116223225434636,0.0379241516966068,-1.70621851192441,2.92244393101588e-17
Siah1b,0.00259341081548362,0.0145708582834331,-2.4901631975846,2.92726435022091e-17
Gfod1,0.0120065315531649,0.0345309381237525,-1.52407008384269,3.20622076910025e-17
Pithd1,0.0160407261550283,0.0429141716566866,-1.41971469798346,3.31171624460501e-17
Aim2,0.00960522524253194,0.0301397205588822,-1.64977469041841,3.31174710650227e-17
Stk39,0.00835654596100279,0.0285429141716567,-1.77215398179771,3.32327717628761e-17
Dlgap1,0.00826049370857747,0.0307385229540918,-1.89574792686086,3.43738535052892e-17
Dido1,0.0304485640188262,0.0696606786427146,-1.1939703369383,3.46887904133321e-17
Krit1,0.0199788685044664,0.0447105788423154,-1.16214134478456,3.55618848525497e-17
Rnf44,0.0173854576889828,0.0419161676646707,-1.26962577145097,3.55843078295389e-17
Sec16b,0.00470656036884065,0.0205588822355289,-2.12701682393606,3.61938798980123e-17
Fbxo30,0.011142061281337,0.0349301397205589,-1.64845625757281,3.630193272453e-17
Arl5b,0.00787628469887619,0.0277445109780439,-1.81661520897348,3.63181178580288e-17
Trim37,0.025261742387859,0.0610778443113772,-1.2736949942684,3.64001893744671e-17
Pdp1,0.00384209009701277,0.0197604790419162,-2.3626546660603,3.65666304631364e-17
Med17,0.0172894054365575,0.0465069860279441,-1.42755918919266,3.68247718269542e-17
Mtmr10,0.00998943425223322,0.0327345309381238,-1.71233842734504,3.84943765925862e-17
Skiv2l2,0.0278551532033426,0.0632734530938124,-1.18365608099253,3.87361413107095e-17
Stx2,0.0126788973201422,0.0383233532934132,-1.59579452223076,3.88713186988105e-17
Phrf1,0.0334261838440111,0.0692614770459082,-1.05107449759759,3.94424438382191e-17
Dmwd,0.0175775621938334,0.0439121756487026,-1.32088601610867,4.0682375172347e-17
Ggh,0.00653155316492172,0.0219560878243513,-1.74912301314237,4.07899025254471e-17
Bcat1,0.0399577370089329,0.0820359281437126,-1.03778100640864,4.39152267480044e-17
Plekhf2,0.00970127749495726,0.0331337325349301,-1.77205408946318,4.49142707288725e-17
Bhlhb9,0.00172894054365575,0.013373253493014,-2.95139032988351,4.98281540210084e-17
Lrwd1,0.0121025838055902,0.036127744510978,-1.57779210445134,4.99418169785474e-17
Ino80,0.032177504562482,0.069061876247505,-1.10183708315964,5.06068342670853e-17
Slc25a36,0.0118144270483143,0.0359281437125748,-1.60456473185849,5.08126464854123e-17
Usp46,0.0140236288540966,0.0385229540918164,-1.45785861925612,5.09281050480476e-17
Ppip5k2,0.0256459513975603,0.0572854291417166,-1.15943713585619,5.23668703530525e-17
Ppp2r2d,0.031889347805206,0.0664670658682635,-1.05956507659239,5.27553006654588e-17
Mrpl4,0.015944673902603,0.042315369261477,-1.40810716408433,5.37727251148202e-17
Gprc5a,0.0100854865046585,0.0343313373253493,-1.76724537790403,5.65922124231473e-17
Stau2,0.00998943425223322,0.0359281437125748,-1.84663951905664,5.81330822906755e-17
Rab7b,0.020747286523869,0.00598802395209581,1.7927707656869,5.87820057963097e-17
Hmha1,0.0443761406204976,0.0197604790419162,1.1671662804684,5.9619529775098e-17
Vhl,0.0120065315531649,0.0363273453093812,-1.59723649640466,6.07651308611007e-17
Stk38l,0.0136394198443954,0.0397205588822355,-1.54210364190702,6.11640364533064e-17
Efcab14,0.0146959946210739,0.0379241516966068,-1.36769390650635,6.12482337317523e-17
Kdelc2,0.0129670540774181,0.0375249500998004,-1.53299939549486,6.12847371938438e-17
Gsdmd,0.0462971856690039,0.0209580838323353,1.14341767769579,6.20201472150943e-17
Ncoa6,0.0319854000576313,0.0712574850299401,-1.15562803782589,6.28655127048551e-17
Map4k5,0.0305446162712516,0.0682634730538922,-1.1601957004696,6.33028540187459e-17
Dzip3,0.0176736144462588,0.0427145708582834,-1.27313117121219,7.03714286127962e-17
Ptprs,0.0340985496109884,0.0704590818363273,-1.04707529974719,7.21070836729186e-17
Ccnb1,0.0169051964268562,0.0441117764471058,-1.38369708162219,7.38706833701653e-17
Pif1,0.00662760541734704,0.0241516966067864,-1.86556492136448,7.43772801269596e-17
Tbc1d8b,0.00845259821342811,0.025748502994012,-1.60702177765401,7.82306414570747e-17
Cxcl9,0.0199788685044664,0.00239520958083832,3.06025107655188,7.92856762318979e-17
Nudt2,0.011430218038613,0.030938123752495,-1.43653278283435,8.63934181323054e-17
Brca2,0.0154644126404764,0.0457085828343313,-1.56351305085038,8.68644551983966e-17
Foxred2,0.0119104793007396,0.00239520958083832,2.31400766879767,9.12094215055017e-17
Elmo1,0.0559024109115359,0.0205588822355289,1.44314867485701,1.00383135877881e-16
Fam84b,0.00259341081548362,0.0147704590818363,-2.50979200433353,1.03802557649445e-16
Acyp2,0.00854865046585342,0.0305389221556886,-1.83688055259431,1.05717318543705e-16
Osbpl2,0.0124867928152915,0.0339321357285429,-1.4422492639773,1.05767770989334e-16
Tubb2b,0.00874075497070406,0.029940119760479,-1.77625019116524,1.06254569800771e-16
Med19,0.0257420036499856,0.0520958083832335,-1.01704294698016,1.09641699744148e-16
Aven,0.0190183459802132,0.0463073852295409,-1.28385051591602,1.13819876692454e-16
Unc13d,0.011430218038613,0.00259481037924152,2.1391519042988,1.18171723220776e-16
Mmgt1,0.0110460090289117,0.030938123752495,-1.48586049519791,1.18344349379562e-16
Tnrc18,0.0391893189895303,0.0818363273453094,-1.062280898402,1.18618120682846e-16
Itch,0.0306406685236769,0.0712574850299401,-1.21759379113228,1.2119706769742e-16
Nup88,0.0262222649121122,0.0564870259481038,-1.10712724278008,1.25211241152985e-16
Rpp25l,0.0118144270483143,0.0333333333333333,-1.49641592800287,1.30657274719712e-16
Aldh1a3,0.0054749783882432,0.0261477045908184,-2.25575912824076,1.31266637426296e-16
