gene,clone1_exp,clone2_exp,log2_fc,fdr
Ubqln2,0.0316972433003554,0.0640718562874252,-1.01533341374454,1.31505755205609e-16
Slc6a8,0.00566708289309384,0.02375249500998,-2.06740085481415,1.31814973384675e-16
Rpa2,0.0218038613005475,0.0540918163672655,-1.31082669493101,1.36058507536984e-16
Fam65a,0.0134473153395447,0.0347305389221557,-1.36888661977181,1.38975161931537e-16
2900026A02Rik,0.0263183171645375,0.0636726546906188,-1.2746066716724,1.41223128862928e-16
Uba3,0.030064355009125,0.0650698602794411,-1.11393544816651,1.45135928227652e-16
Heatr3,0.0243972721160311,0.0528942115768463,-1.11639000354645,1.47250309854908e-16
Fhl2,0.031889347805206,0.0642714570858283,-1.01110358763575,1.58216600296023e-16
Slc25a27,0.0054749783882432,0.0253493013972056,-2.21102081347548,1.65500050888457e-16
Gm1976,0.0101815387570839,0.0375249500998004,-1.88189453798249,1.65571032510421e-16
Nek2,0.00758812794160023,0.0265469061876248,-1.80672782819214,1.69426063902626e-16
4930523C07Rik,0.0118144270483143,0.0391217564870259,-1.72742147964402,1.82973950692308e-16
Secisbp2l,0.0409182595331861,0.0838323353293413,-1.03476203830834,1.84956195875294e-16
Xpot,0.0376524829507252,0.0768463073852295,-1.02923093233511,1.87830197075578e-16
Usp19,0.0229564883296513,0.0560878243512974,-1.28878565310823,1.91444824935018e-16
Gtf3c4,0.00835654596100279,0.0303393213572854,-1.86021015846291,1.96215884175435e-16
Lrrc8c,0.0284314667178945,0.0688622754491018,-1.27622532690463,2.05167333430083e-16
Ip6k2,0.0292959369897224,0.0614770459081836,-1.06934724911271,2.10327307412407e-16
Zc3h18,0.0281433099606186,0.0594810379241517,-1.07963780690797,2.11277251080823e-16
Fbxo45,0.0134473153395447,0.0349301397205589,-1.37715423575542,2.11295146446353e-16
Armc1,0.034578810873115,0.0704590818363273,-1.02689741780956,2.1476231238601e-16
Plk1,0.0236288540966286,0.0548902195608782,-1.21599944394083,2.19196757157631e-16
Hk1,0.0325617135721833,0.0676646706586826,-1.05522614086805,2.20540635538834e-16
Spopl,0.015944673902603,0.0461077844311377,-1.53193575093719,2.24657324538521e-16
Arhgap8,0.00845259821342811,0.00119760479041916,2.81924297704809,2.5823206620051e-16
Adam8,0.0178657189511094,0.00459081836327345,1.96037071418297,2.64130846302083e-16
Pank2,0.0288156757275958,0.0616766467065868,-1.09787047827655,2.66268383976096e-16
Bcl7b,0.0147920468734992,0.0353293413173653,-1.25604515025615,2.89395720503032e-16
Nup214,0.0189222937277879,0.0465069860279441,-1.29736046606596,2.9088348492692e-16
Zmynd19,0.00970127749495726,0.0311377245508982,-1.68241687697851,2.96899040382636e-16
Pde4a,0.00633944866007108,0.0233532934131737,-1.881196741093,3.20700341775751e-16
Btbd19,0.00326577658246086,0.0159680638722555,-2.28969139450508,3.28470732870892e-16
Eftud1,0.0287196234751705,0.0582834331337325,-1.02104902554996,3.31250717881188e-16
Zfp871,0.0123907405628662,0.0363273453093812,-1.5517935256435,3.3209353786316e-16
Fbxo3,0.0250696378830084,0.0550898203592814,-1.13584460107634,3.76613383668966e-16
Prdm11,0.00240130631063298,0.0171656686626747,-2.83763470579543,3.95984245868025e-16
Yars,0.0299683027566996,0.0664670658682635,-1.14920228907707,4.00817413428396e-16
Bicd1,0.020747286523869,0.0445109780439122,-1.10123853862489,4.03052723038667e-16
Fnip2,0.0195946594947652,0.0455089820359281,-1.2156908130613,4.12447418473098e-16
Fam120b,0.0246854288733071,0.0546906187624751,-1.1476336746347,4.12595321634938e-16
Gabpb1,0.0170973009317069,0.0387225548902196,-1.17940555208878,4.17260159057919e-16
Zfp157,0.0104696955143598,0.0325349301397206,-1.6357699703222,4.23982024518763e-16
Abcb7,0.024973585630583,0.0578842315369262,-1.21276741785453,4.36996475179496e-16
Foxa1,0.00653155316492172,0.0249500998003992,-1.9335475842798,4.42249516576009e-16
9030622O22Rik,0.00518682163096725,0.0253493013972056,-2.28902332547675,4.56417148554855e-16
Gnb4,0.0173854576889828,0.0451097804391218,-1.37555921620004,4.59855319458519e-16
Pgm1,0.00758812794160023,0.0261477045908184,-1.7848683942284,4.69025249608222e-16
Arid5b,0.0479300739602344,0.0960079840319361,-1.00222321930083,4.74099282123095e-16
Vma21,0.00931706848525598,0.0265469061876248,-1.51059573418211,4.82516202711007e-16
Jade3,0.00307367207761022,0.0167664670658683,-2.44754356364681,4.88136088065637e-16
Morf4l1,0.0198828162520411,0.0451097804391218,-1.18191814578392,4.95977846150135e-16
Tmem60,0.0182499279608107,0.044311377245509,-1.27978639888721,5.17922792390889e-16
Haus6,0.0145038901162232,0.0349301397205589,-1.2680325133753,5.29888431794655e-16
Scai,0.011142061281337,0.0349301397205589,-1.64845625757281,5.36438873489205e-16
Git2,0.036403803669196,0.0800399201596806,-1.13663052915188,5.42792296408064e-16
Igf2bp2,0.0151762558832005,0.0479041916167665,-1.65833598829947,6.10199086371069e-16
Nsfl1c,0.0242051676111805,0.0526946107784431,-1.12234033672659,6.13474080116005e-16
Pax9,0.00816444145615215,0.0317365269461078,-1.95871816001471,6.19478504080699e-16
Firre,0.013831524349246,0.0405189620758483,-1.55063705661092,6.24797043981299e-16
Ptgs2os2,0.0105657477667851,0.0335329341317365,-1.66618385012215,6.37572764060222e-16
Emc9,0.013831524349246,0.0031936127744511,2.11469886057426,6.55711879699532e-16
Kri1,0.0215157045432715,0.0459081836327345,-1.09336126975482,6.58658557637537e-16
Gnpda2,0.00758812794160023,0.0245508982035928,-1.69395989803019,6.64291628141965e-16
Ranbp17,0.00201709730093171,0.0139720558882236,-2.79219173503426,6.69325238864926e-16
Mns1,0.00537892613581788,0.0227544910179641,-2.08076123297519,7.36028662774782e-16
Gtf3c2,0.0302564595139756,0.0640718562874252,-1.08244760960308,7.62911260416834e-16
Med8,0.020747286523869,0.0437125748502994,-1.07512569830576,7.71370837037261e-16
Snapc1,0.0137354720968207,0.0341317365269461,-1.31320731897556,7.85045768959852e-16
Cramp1l,0.0160407261550283,0.043313373253493,-1.43307308083848,7.90510820597528e-16
AU019823,0.0143117856113726,0.0407185628742515,-1.50848296237739,7.9054210551989e-16
Vcpip1,0.0247814811257324,0.0574850299401198,-1.21392388688711,8.02111507667815e-16
Nelfcd,0.0178657189511094,0.0449101796407186,-1.32984852097706,8.15838547582344e-16
Clmn,0.0313130342906541,0.0125748502994012,1.31622208986311,8.21566919966989e-16
Map3k4,0.0121025838055902,0.030938123752495,-1.35407062264237,8.30096095293889e-16
Arl8a,0.0132552108346941,0.0375249500998004,-1.50129053576752,8.41423250817965e-16
Arhgef10l,0.0171933531841322,0.0413173652694611,-1.26489732110312,8.55023089589506e-16
Zbtb41,0.0128710018249928,0.0357285429141717,-1.47295272767454,8.91707057406429e-16
Ap1s2,0.0201709730093171,0.0489021956087824,-1.2776185622045,8.98010278205304e-16
Rela,0.0275669964460667,0.0582834331337325,-1.08014377307238,1.01464945244277e-15
Esrra,0.0178657189511094,0.0411177644710579,-1.20256785694324,1.0166477800898e-15
Fabp5,0.0166170396695803,0.0435129740518962,-1.38878223800825,1.02566848769435e-15
Zdhhc18,0.013831524349246,0.0353293413173653,-1.35290668950874,1.05993920666267e-15
Uspl1,0.0212275477859956,0.0447105788423154,-1.07467850353423,1.06094421025236e-15
Swap70,0.0170012486792815,0.0425149700598802,-1.32233021101089,1.11955931013545e-15
Slc25a13,0.0328498703294592,0.0660678642714571,-1.00806103278937,1.16790381124191e-15
Ccdc82,0.0115262702910383,0.0367265469061876,-1.67189750131655,1.27659643848487e-15
Ift46,0.0188262414753626,0.0449101796407186,-1.25429748796988,1.29897452157553e-15
Map2k5,0.0244933243684564,0.0626746506986028,-1.35549345290082,1.33545379748532e-15
Col4a6,0.0109499567764864,0.00139720558882236,2.97030895123909,1.36136267623257e-15
Gbas,0.0141196811065219,0.0363273453093812,-1.36334843623038,1.44354611346744e-15
Mapkapk2,0.0267025261742388,0.0550898203592814,-1.04480952492271,1.47864262054638e-15
Zfp445,0.00624339640764576,0.0219560878243513,-1.81421804136426,1.48602719471437e-15
Plcl1,0.0137354720968207,0.0481037924151697,-1.80824414031963,1.59347430117924e-15
Gabpa,0.0156565171453271,0.0415169660678643,-1.40693770477807,1.59711665650356e-15
Haus8,0.0203630775141677,0.0483033932135729,-1.24616892357945,1.69609212287779e-15
Polk,0.0150802036307751,0.0379241516966068,-1.33046100030737,1.77819709633672e-15
Smek1,0.0374603784458746,0.0758483033932136,-1.01775143544939,1.79050291697139e-15
Shb,0.0185380847180866,0.0447105788423154,-1.27012402565758,1.81124073720134e-15
Ints10,0.00979732974738258,0.0293413173652695,-1.58247314373292,1.81145036190326e-15
Gab2,0.0475458649505331,0.100199600798403,-1.07548497985185,1.84511040573597e-15
Apitd1,0.0121025838055902,0.0355289421157685,-1.55367964833453,1.85406987783237e-15
Casd1,0.0218999135529728,0.00718562874251497,1.60773887185438,1.87057730965507e-15
Acbd3,0.0362116991643454,0.0728542914171657,-1.00855808136677,1.88958561152701e-15
E2f4,0.0123907405628662,0.0335329341317365,-1.43631630822356,2.10481968736313e-15
Zfp280d,0.0239170108539045,0.0536926147704591,-1.1666865713566,2.10516476214515e-15
Gpd1l,0.00710786667947363,0.0253493013972056,-1.83445746201127,2.24627635220562e-15
Zfp275,0.00355393333973682,0.0169660678642715,-2.25516371137681,2.28617211718707e-15
Rpl5,0.0174815099414081,0.0383233532934132,-1.13239400139051,2.31343159088454e-15
Nr2f6,0.0169051964268562,0.0419161676646707,-1.31004003989688,2.36401881009986e-15
Dnajc25,0.0185380847180866,0.0445109780439122,-1.26366900352028,2.42549864287911e-15
Stard7,0.0253577946402843,0.0584830339321357,-1.20558887593185,2.44197933656099e-15
Yrdc,0.0264143694169628,0.0552894211576846,-1.06568049850522,2.50521535551329e-15
Tpgs2,0.0181538757083854,0.0427145708582834,-1.23445070304813,2.55930183467702e-15
Kif22,0.0277591009509173,0.0600798403193613,-1.11392013512708,2.57524650009756e-15
Gtf3c1,0.0182499279608107,0.0467065868263473,-1.35573525212051,2.7197519563006e-15
Tle3,0.0179617712035347,0.0409181636726547,-1.18781178048586,2.8002587093437e-15
Wiz,0.00816444145615215,0.0261477045908184,-1.6792582062678,2.89669213941684e-15
Arhgap1,0.0182499279608107,0.0439121756487026,-1.26673024606176,3.00929221893711e-15
Tbc1d10b,0.025549899145135,0.055688622754491,-1.12406501719605,3.15420109295508e-15
Opa3,0.0235328018442032,0.0544910179640719,-1.21134534278533,3.15730934957306e-15
Glrp1,0.0116223225434636,0.0331337325349301,-1.51140233494038,3.25456751577351e-15
Pdss2,0.0277591009509173,0.0648702594810379,-1.22459636628319,3.32661125869298e-15
Atxn1l,0.0104696955143598,0.0281437125748503,-1.42659316848992,3.56830533127345e-15
Sec23ip,0.027374891941216,0.0568862275449102,-1.05522614086805,3.8320415106802e-15
Ulk1,0.011718374795889,0.0327345309381238,-1.48204080792325,3.91322559960107e-15
Bcl2,0.0312169820382288,0.0698602794411178,-1.16214134478456,4.15877237181672e-15
Gpatch11,0.0303525117664009,0.0650698602794411,-1.10017354692203,4.18260682040225e-15
Miip,0.0123907405628662,0.0341317365269461,-1.4618514003307,4.4551738402823e-15
Tulp3,0.0169051964268562,0.0447105788423154,-1.40314944428836,4.48882762724692e-15
Gas2l1,0.0150802036307751,0.03812375249501,-1.33803422001217,4.70894765592694e-15
Orc4,0.0176736144462588,0.0457085828343313,-1.37086797290798,4.71841971930234e-15
Nckap5l,0.00691576217462299,0.000998003992015968,2.7927707656869,4.91651338094777e-15
Pdcl,0.0145038901162232,0.0411177644710579,-1.50332192872619,4.92602615783012e-15
Fam53a,0.01805782345596,0.0403193612774451,-1.15884877194221,4.92770256830973e-15
Nedd1,0.0118144270483143,0.0323353293413174,-1.45256163841344,5.1930435909247e-15
Eif2b3,0.0169051964268562,0.0409181636726547,-1.2752746217362,5.23137060640229e-15
Rbms3,0.0413985207953127,0.102195608782435,-1.30368208177895,5.29123338131119e-15
Dcun1d4,0.00566708289309384,0.0213572854291417,-1.91405007790736,5.52460396341446e-15
Fam83d,0.00787628469887619,0.0267465069860279,-1.76376332670774,5.55803526194936e-15
Mapk8ip3,0.0188262414753626,0.0411177644710579,-1.12701682393606,5.84983842673326e-15
Nat10,0.0221880703102488,0.0530938123752495,-1.25875953495318,5.94997681463401e-15
Zfp512,0.0177696666986841,0.0409181636726547,-1.20332477985719,6.28465065962645e-15
Nifk,0.0336182883488618,0.0688622754491018,-1.03446758070126,6.50572431611986e-15
Ick,0.00998943425223322,0.0315369261477046,-1.65856717090406,6.64098250361228e-15
Zfp367,0.0127749495725675,0.0353293413173653,-1.46754925544986,6.81894492263756e-15
Vps18,0.0108539045240611,0.0301397205588822,-1.47345191777794,7.19776609609354e-15
Mcm10,0.0136394198443954,0.0377245508982036,-1.46772144558444,7.34898209944126e-15
Homer1,0.00874075497070406,0.0259481037924152,-1.56979931369781,7.45097820925707e-15
Lats1,0.0206512342714437,0.0493013972055888,-1.25540052286327,8.04630962575969e-15
Itpa,0.0150802036307751,0.0369261477045908,-1.29198685249274,8.15213456488295e-15
Zfp318,0.0239170108539045,0.055688622754491,-1.21934552062916,8.30177838763738e-15
Mum1l1,0.00422629910671405,0.0203592814371257,-2.26821986420225,8.36223231986643e-15
Odc1,0.0260301604072616,0.0542914171656687,-1.06053994076452,8.51855082328424e-15
Wdr48,0.0222841225626741,0.049500998003992,-1.15144145612736,8.66740746683842e-15
Ptdss1,0.0199788685044664,0.0435129740518962,-1.12297074750389,8.78536496254584e-15
Tmcc2,0.00432235135913937,0.0199600798403194,-2.2072292343131,8.99884383441582e-15
Frmd8,0.023148592834502,0.0526946107784431,-1.18673092399654,1.10387448444767e-14
Icmt,0.00835654596100279,0.0277445109780439,-1.73122371774283,1.17047192387036e-14
Taf12,0.0240130631063298,0.0568862275449102,-1.24425996525807,1.17946016893024e-14
Lysmd2,0.0122946883104409,0.0329341317365269,-1.42154835511387,1.20605933903887e-14
Sos2,0.0305446162712516,0.0626746506986028,-1.03696393447532,1.21689087275635e-14
Ppil1,0.0308327730285275,0.062874251497006,-1.02800467213303,1.24322110363378e-14
Kif3a,0.0266064739218135,0.0620758483033932,-1.22225474494947,1.25860038176132e-14
Apool,0.0187301892229373,0.0465069860279441,-1.31208197177272,1.28444277318303e-14
Wdr45b,0.0268946306790894,0.0554890219560878,-1.04488419664659,1.29701681269584e-14
Ccdc86,0.0250696378830084,0.0538922155688623,-1.104135741349,1.30888854391589e-14
Zkscan8,0.00701181442704831,0.0215568862275449,-1.6202890841515,1.32792181002065e-14
Zfp131,0.0278551532033426,0.0560878243512974,-1.00974337107404,1.47107704816938e-14
Gtf3c3,0.0143117856113726,0.0357285429141717,-1.31987339767015,1.48326726394156e-14
Tomm34,0.0112381135337624,0.030938123752495,-1.46098582655889,1.49169234680106e-14
Pxdn,0.0285275189703199,0.0616766467065868,-1.11237004797166,1.55122227986049e-14
Nol9,0.0134473153395447,0.0351297405189621,-1.38537474256038,1.56270438116894e-14
Kdm4a,0.0237249063490539,0.0552894211576846,-1.22060107533256,1.56330221821514e-14
Mex3c,0.0216117567956969,0.0469061876247505,-1.11796189621602,1.61805766079189e-14
2510039O18Rik,0.0149841513783498,0.0369261477045908,-1.30120538252212,1.63482136879633e-14
Tmem165,0.0274709441936413,0.0552894211576846,-1.00909697013885,1.70078141358848e-14
Prkrip1,0.0243972721160311,0.049500998003992,-1.02073776448276,1.82095784098447e-14
Fktn,0.00710786667947363,0.0239520958083832,-1.75266337084762,1.85520376481735e-14
Appl1,0.0322735568149073,0.0652694610778443,-1.01605554358738,1.8673568251368e-14
Dhx57,0.0154644126404764,0.0385229540918164,-1.31676630002152,1.90310810939143e-14
Wdr72,0.00124867928152915,0.0125748502994012,-3.33206634622688,1.92354824546169e-14
Wrnip1,0.0156565171453271,0.0375249500998004,-1.26108683831461,1.92688578809628e-14
Nnt,0.0190183459802132,0.0427145708582834,-1.16733650718959,1.94931842003067e-14
Macrod2,0.00614734415522044,0.024750499001996,-2.00942245125493,1.99160900168786e-14
Crat,0.0137354720968207,0.0369261477045908,-1.42673626460598,1.99272859661169e-14
Rqcd1,0.0201709730093171,0.0455089820359281,-1.17387063736667,2.03443981049791e-14
Fbxw8,0.0156565171453271,0.03812375249501,-1.28392681467272,2.05066592106969e-14
Tsr3,0.0229564883296513,0.0530938123752495,-1.20964176838849,2.18434375134076e-14
Nespas,0.00681970992219768,0.02375249500998,-1.80029678467131,2.26200928353899e-14
Cog2,0.0118144270483143,0.0303393213572854,-1.3606391489724,2.26555555748356e-14
Heatr5a,0.0284314667178945,0.0572854291417166,-1.01067970191479,2.275768408389e-14
Ano10,0.00797233695130151,0.0267465069860279,-1.7462758999789,2.34620286001057e-14
Ttl,0.00960522524253194,0.0317365269461078,-1.72425290637768,2.43551522118101e-14
Fam76a,0.0108539045240611,0.0307385229540918,-1.50183371914777,2.58613145766036e-14
D930016D06Rik,0.00758812794160023,0.0233532934131737,-1.62181011227435,2.61298982903242e-14
Tab3,0.0054749783882432,0.0215568862275449,-1.97722362886678,2.70051668612376e-14
Kif18a,0.0116223225434636,0.0327345309381238,-1.49391490821154,2.93128642839002e-14
Ung,0.0106618000192105,0.0303393213572854,-1.50873778796153,3.07759175383459e-14
Pitpnm2,0.00672365766977236,0.0225548902195609,-1.74612208633827,3.18530624178107e-14
Tbl3,0.0146959946210739,0.0369261477045908,-1.32921975869171,3.18693746316713e-14
Mid1ip1,0.0128710018249928,0.0325349301397206,-1.33786510464136,3.25037376348039e-14
Srpr,0.0161367784074537,0.0367265469061876,-1.18647067414631,3.40435466629205e-14
Ppip5k1,0.00384209009701277,0.0171656686626747,-2.15956280068279,3.4267172389974e-14
Ccnf,0.0201709730093171,0.0453093812375249,-1.16752911049284,3.62202220881374e-14
Scap,0.0146959946210739,0.0321357285429142,-1.12875517629002,3.75042103063095e-14
Ror1,0.0132552108346941,0.0532934131736527,-2.00739761577744,3.76008809912564e-14
Chek1,0.00557103064066852,0.0221556886227545,-1.99166101209059,3.84619383701056e-14
Lrp8,0.00633944866007108,0.0235528942115768,-1.89347507087144,3.95231098533786e-14
Pank3,0.0219959658053981,0.0479041916167665,-1.12291294837963,4.02718457070395e-14
Lrrc40,0.0206512342714437,0.0489021956087824,-1.24367123028116,4.1251839486831e-14
Anapc7,0.023148592834502,0.0473053892215569,-1.03108005353635,4.51461811468146e-14
Tstd2,0.0126788973201422,0.0359281437125748,-1.50268511783927,4.57200556044109e-14
Ric1,0.0205551820190183,0.0461077844311377,-1.16550819588296,4.88403432055787e-14
Ap1s3,0.00182499279608107,0.0121756487025948,-2.73803596498735,4.94610892907034e-14
Ranbp10,0.0163288829123043,0.0407185628742515,-1.31826054670185,5.41864158828048e-14
Chtf18,0.00970127749495726,0.0283433133732535,-1.54676177762094,5.44317659078832e-14
Zyg11b,0.0163288829123043,0.0373253493013972,-1.19272966461799,5.58666618118335e-14
Ptpn13,0.0271827874363654,0.0093812375249501,1.53484325028619,5.71888357988905e-14
Rab8b,0.0301604072615503,0.0624750499001996,-1.05062423890904,5.88104110013762e-14
Pdk1,0.0137354720968207,0.0355289421157685,-1.37108823505606,5.89378761288286e-14
Cenpq,0.0197867639996158,0.0427145708582834,-1.11019260008598,5.90157786914121e-14
Thbs2,0.00931706848525598,0.00159680638722555,2.54468670131908,5.94181576978938e-14
